Los Rios;La Unión;43.291;43.484;43.671;43.838;44.002;44.157
Los Rios;Lago Ranco;10.837;10.854;10.893;10.920;10.938;10.947
Los Rios;Lanco;17.620;17.777;17.936;18.091;18.244;18.396
Los Rios;Los Lagos;22.593;22.727;22.864;22.988;23.112;23.229
Los Rios;Máfil;7.460;7.461;7.458;7.456;7.449;7.445
Los Rios;Mariquina;22.119;22.385;22.654;22.920;23.186;23.448
Los Rios;Paillaco;20.883;20.956;21.029;21.094;21.154;21.217
Los Rios;Panguipulli;36.408;36.527;36.650;36.753;36.853;36.923
Los Rios;Río Bueno;33.115;33.069;33.010;32.931;32.861;32.781
Los Rios;Valdivia;167.861;169.735;171.527;173.341;175.090;176.840
Arica y Parinacota;Arica;235.677;239.710;243.701;247.663;251.548;255.390
Arica y Parinacota;Camarones;778;778;783;781;791;791
Arica y Parinacota;General Lagos;594;577;555;530;517;502
Arica y Parinacota;Putre;2.077;2.084;2.090;2.090;2.094;2.095
